,Reviews,Labels
997,"['beauti', 'direct', '', 'decent', 'written']",0
998,"['danger', 'brilliant', 'film', 'entertain', 'well', 'enlighten', '']",0
999,['disast'],-1
1000,"['batman', 'dream', '', 'much', 'comic', 'book', 'movi']",0
1001,"['bad', 'guy', 'good', '']",1
1002,"['none', 'make', 'sens']",-1
1003,"['enough', 'alreadi']",0
1004,"['fauxfeminist', '', 'tasteless', 'garbag']",-1
1005,"['s', 'fun', '']",1
1006,"['love', 'first', 'one', '', 'may', 'think', 'much', 'one']",-1
1007,"['hardcor', 'comedi', 'adult', '']",0
1008,"['clumsi', '', 'rude', 'funni']",0
1009,"['still', 'classic']",1
1010,"['mediocr', 'plot', '', 'overcompens', 'nostalgia']",0
1011,"['total', 'disappoint']",-1
1012,"['seen', 'interest', 'roadkil']",-1
1013,"['ca', 'nt', 'believ', 'crime', 'thriller', 'bore']",-1
1014,"['creator', 'look', 'great', '', 'stori', 'tire', 'full', 'hole']",0
1015,"['godfath', 'part', '2']",0
1016,"['run', 'mil', 'action', 'film']",1
1017,"['bad', 'guy', 'rob', 'box', 'offic', 'best', 'bad', 'guy', 'know', 'm', 'say']",1
1018,"['solid', 'cast', '', 'strong', 'visual', '', 'creativ', 'adventur', '', 'movi', 'deliv', 'front', '']",0
1019,"['feel', 'like', 'kid', 'film']",1
1020,"['get', 'stuck']",-1
1021,"['predic', 'entertain', 'adventur']",0
1022,['heck'],-1
1023,"['whole', 'new', 'stratospher', 'action', '', '', 'f', '', 'f6', '', 'start', 'separ', 'junki', 'need', 'substanc']",1
1024,"['empti', 'calori', '', 'mainli', 'due', 'poor', 'direct']",-1
1025,"['dead', 'presid']",0
1026,"['fun', '', 'feel', 'like', 'fifth', 'film', 'franchis', 'struggl', 'maintain', 'relev', '', 'followup', 'perhap', 'promis', 'new', 'properti', 'hollywood', '']",-1
1027,"['incred', 'movi', '', 'one', 'live', '']",0
1028,"['explos', 'action', 'movi', 'start', 'end', '']",1
1029,['like'],1
1030,"['excel', 'american', 'low', 'budget', 'thriller']",1
1031,"['s', 'even', 'wors', 'morbiu']",-1
1032,"['style', '']",1
1033,"['perhap', 'scott', 's', 'underr', 'film', '']",1
1034,"['watch', 'origin', 'one', 'instead']",-1
1035,"['atroci', 'edit', 'ruin', 'action', 'sequenc', '', 'locat', 'top', 'notch', 'though', '']",-1
1036,"['m', 'confus', '']",0
1037,"['superpet', 'review', '', 'surpris']",1
1038,"['stun', 'visualsgarbag', 'script']",0
1039,"['like', 'dteam']",-1
1040,['weak'],-1
1041,"['averag', 'good', 'action', 'film']",0
1042,"['everyon', 'lifeboat', '', 'women', '', 'children', 'pay', 'moviego', 'first', '']",-1
1043,"['epic', 'comedi']",1
1044,"['movi', 'make', 'pirat', 'caribbean', '', '']",1
1045,"['horribl', 'film', 'action', 'ruin', 'movi']",-1
1046,"['horror', 'war']",-1
1047,"['averag', '', 'unrealist', '']",0
1048,"['one', 'funniest', 'sequel', 'ever', 'made']",1
1049,"['small', 'surpris']",1
1050,"['disappoint', 'unrealist', 'sequel']",-1
1051,"['noth', 'valu', '', 'pretti', 'much', 'templat', 'make', 'bad', 'actionsuperhero', 'movi']",0
1052,"['pure', 'freag', 'paradis', 'freag', 'hot', 'complet', 'beauti', 'jessica', 'alba', '', 'freag', 'hot', 'bikini', '', '', '', '']",1
1053,"['ron', 'howard', 's', 'inferno', '']",-1
1054,"['incrediblenolan', 'keep', 'improv', 'incept', 'far', 'best', 'improv', '']",-1
1055,"['soni', 'reach', 'new', 'low', '', 'even', 'possibl', '', '']",-1
1056,"['brilliantli', 'construct', '']",0
1057,"['nt', 'get']",0
1058,"['teen', 'version', 'guy', 'ritchi', 'genr']",1
1059,"['definit', 'dumb', 'summer', 'fun']",1
1060,"['anoth', 'origin', 'scifi', 'movi', 'fail']",-1
1061,"['aw', 'movi', 'terribl', 'act', 'lousi', 'cgi', 'effect']",-1
1062,"['slick', '', 'enjoy', 'fast', 'pace', 'hilari', 'action', 'movi']",1
1063,"['statham', '', 'alba', '', 'michel', 'yeoh']",1
1064,"['bad', '', 'mean', 'realli', 'bad', '']",0
1065,"['s', 'like', 'someon', 'ask', 'chatgpt', 'convert', 'amogu', 'real', 'life', 'movi', 'script']",-1
1066,"['knew', 'good']",1
1067,"['multivers', 'open', 'door', 'spidervers']",0
1068,"['absolut', 'bizarr', 'age', 'movi']",-1
1069,"['swat', '', 'load', 'rubbish']",-1
1070,"['wonder', 'detect', 'action', 'comedi', 'adult', 'love', 'cartoon']",-1
1071,"['love', 'beauti', '']",0
1072,"['specialeffect', 'extravaganza', '', 'lack', 'stori', 'charact', 'develop', '', 'visual', 'stun', 'surreal', 'atmospher', 'terrif', 'action', 'sequenc', '', 'thumb', '']",-1
1073,"['nt', 'fool', 'high', 'score', 'film', 'suck', '']",-1
1074,"['one', 'best', 'dc', 'film', 'ever']",1
1075,['seen'],0
1076,"['nt', 'fulli', 'get']",-1
1077,"['like', 'first', 'two', 'batman', 'movi', 'definit', 'must', 'see']",1
1078,"['meh', '', '', '', 'cuff', 'tri']",0
1079,"['beauti', 'sceneri', '', 'moder', 'adventur']",1
1080,"['angel', 'fallen', '', 'big', 'time', '']",-1
1081,"['hear', 'word', '', 'luci', 'gray', '', 'one', 'time', '']",0
1082,"['unwatch', 'nonsens', '']",-1
1083,['mess'],-1
1084,"['valiant', 'effort', 'least', '']",-1
1085,"['poor', 'thing', 'defiantli', 'origin', '', 'visual', 'strike', 'though', 'provok', 'equal', 'measur', '', 'true', 'cinemat', 'masterpiec']",-1
1086,['bad'],0
1087,"['inde', 'guy', 's', 'movi', '']",0
1088,['funni'],1
1089,"['s', 'black', 'eye', 'fan', 'origin', 'might', 'given', 'disast', 'chanc']",-1
1090,"['run', 'blockbust', '', 'check', '']",1
1091,"['enthral', '', 'fantast', '', 'intrigu', '', 'truli', 'remark', '']",1
1092,"['unforgett', 'masterpiec']",0
1093,"['bad', '', 'pretti', 'much', 'way', 'look']",-1
1094,"['regret', 'watch', 'film']",-1
1095,"['second', 'vers', '', 'first']",0
1096,"['2', 'year', 'later']",0
1097,"['par', 'origin']",1
1098,"['version', 'see', '']",0
1099,"['offer', 'good', '', 'could', 'nt', 'refus']",1
1100,"['s', 'shagadel', 'babi']",1
1101,"['great', 'sequel', '', '']",1
1102,['note'],0
1103,"['day', 'life', '']",0
1104,"['hitchcock', 'herrmann']",0
1105,['410'],-1
1106,"['intens', 'biographi', 'polish', 'pianist', 'name', 'szpilman', 'warsaw', 'ghetto']",0
1107,"['make', '2007', 'hitman', 'film', 'look', 'like', 'masterpiec', '']",-1
1108,"['return', 'form', 'dreamwork', '']",1
1109,"['big', 'dumb', 'fun', '']",-1
1110,"['awesom', 'twist', 'turn', '']",1
1111,"['first', 'll', 'rub', 'eye', '', 'll', 'need', 'wash']",-1
1112,"['bore', 'death', '']",-1
1113,"['m', 'woman']",0
1114,"['etern', 'hope']",1
1115,"['one', 'best', 'movi', 'ever', '']",-1
1116,"['walk', 'edg', 'abyss', 'everi', 'night', '']",1
1117,"['secret', 'live', 'pet', 'get', 'mix', 'dc', 'univers']",1
1118,"['incoher', 'ridicul']",0
1119,"['drown', 'weight', 'cryptic', 'dialogu', 'abstract', 'storytel', '']",-1
1120,"['solid', 'fun']",1
1121,"['fresh', 'roadkil', '']",0
1122,"['incred', 'movi', '']",-1
1123,"['success', 'surviv', 'film', 'ident']",1
1124,['big'],-1
1125,['masterpiec'],0
1126,"['voic', 'right', 'role']",-1
1127,"['fun', '', 'sweet', 'uplift']",1
1128,"['one', 'influenti', 'movi', 'histori']",0
1129,"['fun', 'origin', 'much', 'better', '', 'darker', 'plot']",-1
1130,"['like', '', '']",1
1131,"['bought', 'condo', '']",-1
1132,"['careless', 'stitch']",-1
1133,"['ok', 'film']",0
1134,"['never', 'give', 'hope']",1
1135,"['good', 'idea', 'lost', 'nois']",-1
1136,"['someth', 's', 'miss']",-1
1137,"['4', 'charasmat', 'lead', 'good', 'chemistri', 'servic', 'noisi', '', 'bloat', 'mess', 'movi', '']",0
1138,"['decent', '', 'nowher', 'good', 'first']",-1
1139,"['s', 'neon', '']",0
1140,"['anoth', 'great', 'spoof', 'movi']",1
1141,"['nysm2', 'liter', 'fatal', 'misdirect', 'littl', 'way', 'fresh', 'excit', '']",-1
1142,"['love', 'hate']",0
1143,"['', 'poor', 'thing', '', '', 'cinemat', 'triumph', 'dark', 'comedi', 'bold', 'storytel']",-1
1144,['beastli'],1
1145,"['neeson', 'continu', 'dynam', 'stealthi', 'aveng', 'bryan', 'mill']",1
1146,"['anoth', 'funni', 'entri', 'seri', '', 'actual', 'favorit', '']",1
1147,"['fun', 'movi', 'base', '1970', 'show']",1
1148,"['movi', 'like', 'ever', 'made', '', 'perman', 'classic', '']",1
1149,"['garbag', 'movi', 'throw', 'ocean']",0
1150,"['caricatur', 'movi']",-1
1151,"['nt', '', 'nt', '']",-1
1152,"['someon', 'found', 'fountain', 'youth', 'dous', 'babi', '', 'caus', 'sure', 'ai', 'nt', 'get', 'old']",0
1153,"['amus', 'adultsonli', 'comedi', '', 'game', 'changer', '']",1
1154,"['amaz', 'batman', 'movi']",1
1155,"['s', 'real']",0
1156,"['killer', 'kate']",0
1157,"['everyth', 've', 'seen', 'done', '', 'blend', 'togeth', '', 'scoop', 'mud']",0
1158,"['fastpac', 'action', '', 'slick', 'screenplay']",-1
1159,"['hit', 'mark']",1
1160,"['ve', 'seen', 'combo']",0
1161,"['simpli', 'brilliantli', 'silli', 'fun', 'make', 'smile', 'everi', 'time', 'watch', '']",1
1162,"['adventur', 'fun']",1
1163,"['effect', 'spoof', 'meninblack', 'genr', '']",1
1164,"['enjoy', 'reboot', 'classic', '80', 'tv', 'seri']",1
1165,"['great', 'perform', '', 'good', 'charact', '', 'decent', 'write']",0
1166,"['imdb', 'greatest', 'film', 'time']",1
1167,"['speed', '2', '', 'snooz', 'control']",0
1168,['disappoint'],-1
1169,"['night', 'game', 'one', 'nt', 'want', 'miss']",1
1170,"['', 'smoke', 'sex', '', '', '', 'nt', 'know', '', 've', 'never', 'look', '']",0
1171,['empti'],-1
1172,"['warsaw', 'fact', '']",0
1173,"['could', 'nt', 'get', '']",-1
1174,"['hilari', 'watch', '']",1
1175,"['soni', '', 'pleas', '', 'stick', 'anim', 'spiderman']",-1
1176,"['good', 'intens', '', 'thriller', 'independ', 'low', 'budget', 'sprinkl', '', 'better', 'night', 'swim', 'sure']",1
1177,"['bird', 'nt', 'meant', 'cage', '']",0
1178,"['kingsman', '', 'golden', 'circl']",0
1179,"['take', 'low', 'road']",-1
1180,"['', 'mechan', 'resurrect', '', 'brainless', 'entertain']",-1
1181,"['', '2', 'imdb', 's', 'top', '100', '', 'multioscarwinn', '1500', 'review', '', 'say', 'movi', '', '']",0
1182,"['good', '']",0
1183,['bad'],1
1184,"['watchabl', 'shallow', 'spinoff']",0
1185,"['legitim', 'hilari', 'comedi', 'surprisingli', 'strong', 'peripher', 'plot', '', 'game', 'night', 'way', 'much', 'fun', 'love']",1
1186,"['shame', 'mcg']",-1
1187,"['target', 'audienc']",-1
1188,['mess'],-1
1189,"['love', 'plan', 'come', 'togeth', '', 'simpl', '', 'short', 'review', '']",1
1190,"['fun', 'movi', 'despit', 'predict', 'plot']",0
1191,"['loner', 'assassin', 'face', 'supernatur', 'warrior', 'impress', 'fight', 'breathtak', 'action']",1
1192,"['one', 'better', 'tvseriestobigscreenadapt']",1
1193,"['electra', 'know', '']",-1
1194,"['s', 'call', 'marin', 'biolog', '']",1
1195,['catastroph'],0
1196,"['m', 'fill', 'vision', 'ocean', '']",1
1197,['aw'],1
1198,"['ah', '', 'rational', '', 'pig', 'better', 'person', '', 'would', 'ceas', 'filthi', 'anim', '', 'true', '']",0
1199,"['last', 'last', 'chapter']",-1
1200,"['episod', 'sequel', 'lack', 'origin', 's', 'themat', 'strength']",-1
1201,"['everyth', 'new', 'old']",0
1202,"['tgchan', 'say', 'no', '', '', '', '', 'wwwtgchanpl']",-1
1203,"['anyon', 'function', 'brain', '', 'better', 'pass', 'one', '']",-1
1204,"['great', 'entertain', 'film']",1
1205,"['potpourri', 'vestig', 'review', '', 'buuel', 'meet', 'kubrick', 'nolan', 's', 'ambiti', 'ventur', '', 'till', 'date']",0
1206,"['intrigu', 'begin', 'quickli', 'drop', 'qualiti']",1
1207,"['comedian', 'caus', 'damag']",0
1208,"['happen', '']",0
1209,"['s', 'realli', 'stupid', 'movi', 'forget', 'add', 'fun', 'thrill']",-1
1210,"['great', 'movi', 'differ', 'book']",0
1211,"['nt', 'enjoy', 'singl', 'second']",-1
1212,"['chip', 'n', 'dale', '', 'rescu', 'ranger']",1
1213,"['taken', '3', '', 'parkinson', '3', '', '', '']",-1
1214,"['term', 'plot', '', 'complet', 'mess']",-1
1215,"['creator', 'use', 'budget', 'master', '', 's', 'without', 'problem']",0
1216,"['one', 'best', 'anim', 'experi']",1
1217,"['crazi', 'plot']",1
1218,"['noth', 'stand']",0
1219,"['', 'angel', 'conclud', 'broadcast', 'day', '']",1
1220,"['ridicul', 'action', 'get', 'tiresom']",-1
1221,['aw'],-1
1222,"['jason', 'bourn', 'older', 'sister']",0
1223,"['absolut', 'hate', 'soni']",-1
1224,"['s', 'good', 'famili', 'fun', '', 'taken', 'serious', '']",1
1225,"['good', 'sequel', 'full', 'twist', 'fun']",1
1226,"['realli', 'aw', '', 'deriv', 'movi', 'sjw', 'superhero']",-1
1227,"['still', 'greatest', 'movi', 'ever', 'made']",0
1228,"['horribl', 'movi']",-1
1229,"['entertain', 'fluff']",0
1230,"['nailbit', 'thriller', 'unstop', 'action', 'jason', 'statham', 'hothead', 'top', 'hitman']",1
1231,"['power', 'masterpiec']",1
1232,"['good', 'one', 'time', 'film', '']",-1
1233,"['writer', 'green', 'concept']",0
1234,"['one', 'best', 'war', 'film', 'ever', 'made', '']",-1
1235,"['gerard', 'butler', 'must', 'owe', 'someon', 'favor']",-1
1236,"['great', 'great', 'great', 'film']",1
1237,"['game', 'set', 'match', '']",1
1238,"['lee', 'get', 'punch', 'undead', '']",0
1239,"['greatest', 'anim', 'batman', 'film', '']",1
1240,"['s', 'dumb', '', 'fun']",0
1241,"['everi', 'man', 'merman']",0
1242,"['austin', 'powersmik', 'meyer', 'back', 'along', 'hilari', 'new', 'charact']",1
1243,"['disappear', 'mind', 'soon', 's']",-1
1244,"['one', 'worst']",-1
1245,"['rubbish', '', '']",-1
1246,"['strike', 'chord', '']",1
1247,"['fun', 'cute']",1
1248,"['plain', 'fun', '']",1
1249,"['suspens', 'nt', 'come', 'close', '']",0
1250,"['unbeliev', '', 'good', 'way']",-1
1251,"['ok', 'worst', 'three']",0
1252,['ateam'],0
1253,"['shawshank', 'redempt']",0
1254,"['complet', 'let']",-1
1255,['yike'],-1
1256,"['overal', '', 'bad', 'film', '', 'worth', 'watch', '']",0
1257,"['better', 'funnier', 'thought', 'would', '', 'let', 's', 'game', 'night', '']",1
1258,"['disappoint', 'predict', 'stori']",-1
1259,['doom'],-1
