Stemmed User Reviews,Labels
"[('king', 'VBG'), ('hundr', 'NN'), ('jester', 'NN')]",1
"[('greatest', 'JJS'), ('comedi', 'NN'), ('time', 'NN'), ('period', 'NN')]",1
"[('sum', 'JJ'), ('part', 'NN')]",1
"[('ye', 'NN'), ('s', 'NN'), ('loud', 'JJ'), ('s', 'NN'), ('incred', 'VBD'), ('comedi', 'JJ'), ('classic', 'JJ')]",1
"[('comedi', 'NN'), ('classic', 'NNS'), ('still', 'RB'), ('hold', 'VB')]",1
"[('push', 'NN'), ('button', 'NN'), ('mark', 'NN'), ('booz', 'NN')]",1
"[('come', 'JJ'), ('let', 'NN'), ('s', 'VB'), ('one', 'CD'), ('big', 'JJ'), ('adventur', 'NN')]",0
"[('classic', 'JJ'), ('epic', 'NN'), ('comedi', 'NN'), ('much', 'JJ'), ('edit', 'NN')]",1
"[('epic', 'NN'), ('comedi', 'NN')]",1
"[('personifi', 'NN'), ('everyth', 'NN'), ('hate', 'NN'), ('movi', 'NN'), ('yet', 'RB'), ('oh', 'VBN'), ('laugh', 'NN')]",0
"[('long', 'RB'), ('still', 'RB'), ('manag', 'VB'), ('one', 'CD'), ('funniest', 'JJS'), ('quotabl', 'NN'), ('comedi', 'NN'), ('ever', 'RB')]",1
"[('everi', 'RB'), ('comic', 'JJ'), ('practic', 'JJ'), ('everi', 'NN'), ('part', 'NN'), ('world', 'NN'), ('get', 'VBP'), ('take', 'VB'), ('lump', 'NN')]",1
"[('s', 'NN'), ('everi', 'NN'), ('man', 'NN'), ('old', 'JJ'), ('bag', 'NN')]",0
"[('funniest', 'JJS'), ('movi', 'NN'), ('time', 'NN')]",1
"[('everi', 'JJ'), ('man', 'NN'), ('merman', 'NN')]",0
"[('re', 'NN'), ('go', 'VBP'), ('kill', 'VB'), ('arnold', 'RB'), ('stang', 'NN')]",0
"[('classic', 'JJ'), ('ll', 'NN'), ('never', 'RB'), ('get', 'VB'), ('tire', 'NN'), ('watch', 'NN')]",1
"[('mad', 'JJ'), ('x', '$'), ('4', 'CD'), ('world', 'NN'), ('big', 'JJ'), ('w', 'NN'), ('wonder', 'NN'), ('simpli', 'NN'), ('priceless', 'NN')]",1
"[('comedian', 'JJ'), ('caus', 'NN'), ('damag', 'NN')]",0
"[('s', 'NN'), ('funni', 'NN'), ('funni', 'NN'), ('funni', 'NN'), ('funni', 'NN'), ('movi', 'NN')]",1
"[('funni', 'RB'), ('even', 'RB'), ('know', 'VBP'), ('heart', 'NN')]",1
"[('great', 'JJ'), ('great', 'JJ'), ('great', 'JJ'), ('film', 'NN')]",1
"[('movi', 'NN'), ('treasur', 'NN')]",1
"[('greatest', 'JJS'), ('comedi', 'NN'), ('ever', 'RB'), ('made', 'VBD'), ('period', 'NN')]",1
"[('s', 'JJ'), ('bad', 'JJ'), ('bad', 'JJ'), ('bad', 'JJ'), ('bad', 'JJ'), ('movi', 'NN')]",-1
"[('underr', 'NN')]",1
"[('good', 'JJ'), ('action', 'NN'), ('film', 'NN')]",1
"[('averag', 'RB'), ('good', 'JJ'), ('action', 'NN'), ('film', 'NN')]",0
"[('good', 'JJ'), ('aspect', 'NN'), ('realli', 'VBZ'), ('let', 'VBN'), ('fact', 'NN'), ('s', 'VB'), ('aim', 'NN'), ('twelv', 'IN'), ('year', 'NN'), ('old', 'JJ')]",0
"[('averag', 'JJ'), ('action', 'NN'), ('movi', 'NN'), ('noth', 'DT'), ('noth', 'DT'), ('less', 'JJR')]",0
"[('action', 'NN'), ('fan', 'NN')]",1
"[('die', 'RB'), ('hard', 'JJ'), ('continu', 'NN'), ('influenc', 'NN'), ('day', 'NN')]",1
"[('walk', 'NN'), ('clich', 'NN')]",-1
"[('one', 'CD'), ('better', 'JJR'), ('tvseriestobigscreenadapt', 'NN')]",1
"[('better', 'RBR'), ('titl', 'NN'), ('might', 'MD'), ('sowat', 'VB')]",-1
"[('run', 'VB'), ('mil', 'JJ'), ('action', 'NN'), ('film', 'NN')]",1
"[('good', 'JJ'), ('action', 'NN'), ('movi', 'NNS'), ('enough', 'RB'), ('michel', 'VBP'), ('rodriguez', 'NNS')]",0
"[('anoth', 'DT'), ('film', 'NN'), ('good', 'JJ'), ('concept', 'NN'), ('never', 'RB'), ('deliv', 'NN')]",-1
"[('averag', 'NNS'), ('unrealist', 'JJ')]",0
"[('swat', 'NN'), ('load', 'NN'), ('rubbish', 'NN')]",-1
"[('swagger', 'JJR'), ('action', 'NN'), ('film', 'NN'), ('violent', 'NN'), ('fun', 'NN')]",1
"[('d', 'NN'), ('expect', 'VBP')]",0
"[('perfect', 'JJ'), ('popcorn', 'NN'), ('movi', 'NN')]",1
"[('good', 'JJ'), ('popcorn', 'NN'), ('fun', 'NN'), ('big', 'JJ'), ('screen', 'NN'), ('rendit', 'NN'), ('midseventi', 'NNP'), ('tv', 'NN'), ('seri', 'NN')]",1
"[('seal', 'NN'), ('frisk', 'NN')]",1
"[('run', 'VB'), ('mill', 'NN'), ('excit', 'NN')]",0
"[('8', 'CD'), ('12', 'CD'), ('10', 'CD'), ('s', 'NNS'), ('good', 'JJ')]",1
"[('watchabl', 'NN'), ('big', 'JJ'), ('budget', 'NN'), ('hollywood', 'NN'), ('action', 'NN'), ('pass', 'NN'), ('time', 'NN'), ('suppos', 'NN')]",0
"[('utterli', 'JJ'), ('routin', 'NN')]",0
"[('simpl', 'NN'), ('fun', 'NN')]",1
"[('horribl', 'NN'), ('film', 'NN'), ('action', 'NN'), ('ruin', 'NN'), ('movi', 'NN')]",-1
"[('fantast', 'NN'), ('cast', 'VBD'), ('complet', 'NN'), ('wast', 'NN'), ('stupid', 'JJ'), ('stori', 'NN')]",-1
[],-1
"[('suppos', 'JJ'), ('root', 'NN'), ('snake', 'NN'), ('eye', 'NN')]",-1
"[('lost', 'VBN'), ('plot', 'NN')]",-1
"[('atroci', 'NN'), ('edit', 'NN'), ('ruin', 'JJ'), ('action', 'NN'), ('sequenc', 'JJ'), ('locat', 'NN'), ('top', 'JJ'), ('notch', 'NN'), ('though', 'IN')]",-1
"[('throw', 'VB'), ('thing', 'NN'), ('wall', 'NN'), ('bad', 'JJ')]",-1
"[('s', 'JJ'), ('origin', 'NN'), ('film', 'NN'), ('origin', 'NN'), ('miss', 'NN')]",-1
"[('shoddi', 'NN'), ('film', 'NN'), ('bad', 'JJ'), ('cast', 'NN'), ('disrespect', 'NN'), ('sourc', 'NN'), ('materi', 'NN')]",-1
"[('none', 'NN'), ('make', 'NN'), ('sens', 'NNS')]",-1
"[('complet', 'NN'), ('let', 'VB')]",-1
"[('good', 'JJ'), ('origin', 'NN'), ('stori', 'NN')]",-1
"[('plagu', 'NN'), ('shaki', 'NN'), ('cam', 'NN')]",-1
"[('gi', 'NN')]",-1
"[('except', 'IN'), ('pair', 'JJ'), ('dice', 'JJ'), ('random', 'NN'), ('gi', 'NN'), ('joe', 'NN'), ('label', 'NN'), ('assembl', 'NN'), ('everi', 'NN'), ('clich', 'JJ'), ('sloppili', 'NN'), ('present', 'NN')]",-1
"[('one', 'CD'), ('record', 'NN')]",-1
"[('slow', 'JJ'), ('depth', 'NN'), ('snake', 'NN'), ('eye', 'NN')]",-1
"[('almost', 'RB'), ('ok', 'JJ')]",-1
"[('obnoxi', 'RB'), ('bad', 'JJ'), ('shallow', 'NN')]",-1
"[('nt', 'JJ'), ('enjoy', 'NN'), ('singl', 'JJ'), ('second', 'NN')]",-1
"[('andrew', 'NN'), ('koji', 'VBZ'), ('steal', 'JJ'), ('show', 'NN')]",0
"[('film', 'NN'), ('anyth', 'NN')]",-1
[],0
"[('gi', 'NN'), ('origin', 'NN')]",0
"[('bore', 'IN'), ('action', 'NN'), ('film', 'NN'), ('person', 'NN')]",-1
"[('visual', 'JJ'), ('stun', 'NN'), ('everi', 'NN'), ('respect', 'NN')]",1
"[('suspens', 'NNS'), ('thrill', 'VBP'), ('wellpac', 'JJ'), ('underwat', 'JJ'), ('adventur', 'NN'), ('diver', 'NN'), ('locat', 'NN'), ('shipwreck', 'NN'), ('treasur', 'JJ'), ('drug', 'NN')]",1
"[('s', 'NN'), ('call', 'NN'), ('marin', 'NN'), ('biolog', 'NN')]",1
"[('wellpac', 'NN'), ('fun', 'NN')]",1
"[('good', 'JJ')]",0
"[('great', 'JJ'), ('visual', 'JJ'), ('weak', 'JJ'), ('script', 'NN')]",-1
"[('call', 'NN'), ('crazi', 'NN')]",0
"[('one', 'CD'), ('man', 'NN'), ('s', 'VBZ'), ('treasur', 'NN'), ('may', 'MD'), ('belong', 'VB'), ('someon', 'NN'), ('els', 'NNS')]",0
"[('jessica', 'NN'), ('alba', 'NNS'), ('save', 'VBP'), ('movi', 'VBN'), ('disast', 'NN')]",-1
"[('awesom', 'NN'), ('john', 'NN'), ('stockwel', 'NN'), ('film', 'NN'), ('focus', 'NN'), ('tension', 'NN'), ('around', 'IN'), ('interest', 'NN'), ('marin', 'NN'), ('biologist', 'NN')]",1
"[('surprisingli', 'RB'), ('good', 'JJ')]",1
"[('gutter', 'NN')]",-1
"[('overal', 'JJ'), ('bad', 'JJ'), ('film', 'NN'), ('worth', 'NN'), ('watch', 'NN')]",0
"[('big', 'JJ'), ('bounc', 'NN'), ('three', 'CD'), ('deep', 'JJ'), ('blue', 'NN'), ('crush', 'NN'), ('sunset', 'NN')]",0
"[('predic', 'JJ'), ('entertain', 'NN'), ('adventur', 'NN')]",0
"[('nt', 'NNS'), ('expect', 'VBP'), ('shakespear', 'JJ'), ('take', 'VBP'), ('sunglass', 'NN')]",0
"[('pure', 'NN'), ('freag', 'NN'), ('paradis', 'NN'), ('freag', 'NN'), ('hot', 'JJ'), ('complet', 'NN'), ('beauti', 'NN'), ('jessica', 'NN'), ('alba', 'JJ'), ('freag', 'NN'), ('hot', 'JJ'), ('bikini', 'NN')]",1
"[('into', 'IN'), ('blue', 'JJ'), ('manag', 'NN'), ('creat', 'NN'), ('excit', 'JJ'), ('caribbean', 'JJ'), ('vibe', 'NN'), ('stretch', 'NN'), ('popcorn', 'VBP'), ('thriller', 'NN'), ('work', 'NN')]",1
"[('beauti', 'NN'), ('sceneri', 'NN'), ('moder', 'NN'), ('adventur', 'NN')]",1
"[('m', 'NN'), ('fill', 'NN'), ('vision', 'NN'), ('ocean', 'NN')]",1
"[('actual', 'JJ'), ('quit', 'NN'), ('enjoy', 'NN'), ('slick', 'NN'), ('nonsens', 'VBZ'), ('full', 'JJ'), ('beauti', 'NN'), ('peopl', 'NN')]",1
"[('austin', 'NN'), ('movi', 'NN'), ('show', 'NN'), ('review', 'NN')]",0
"[('good', 'JJ'), ('movi', 'NN')]",1
"[('movi', 'NNS'), ('make', 'VBP'), ('pirat', 'JJ'), ('caribbean', 'NN')]",1
"[('blue', 'JJ'), ('treasur', 'NN'), ('price', 'NN')]",0
"[('hot', 'JJ'), ('chick', 'NN'), ('fast', 'NN'), ('car', 'NN'), ('violenc', 'NN')]",0
"[('object', 'NN'), ('review', 'NN')]",0
"[('nt', 'JJ'), ('fool', 'NN'), ('high', 'JJ'), ('score', 'NN'), ('film', 'NN'), ('suck', 'NN')]",-1
"[('nice', 'JJ'), ('car', 'NN')]",1
"[('fresh', 'JJ'), ('roadkil', 'NN')]",0
"[('valiant', 'JJ'), ('effort', 'NN'), ('least', 'JJS')]",-1
"[('seen', 'VBN'), ('interest', 'NN'), ('roadkil', 'NN')]",-1
"[('good', 'JJ'), ('intens', 'NNS'), ('thriller', 'VBP'), ('independ', 'JJ'), ('low', 'JJ'), ('budget', 'NN'), ('sprinkl', 'NN'), ('better', 'RBR'), ('night', 'NN'), ('swim', 'NN'), ('sure', 'NN')]",1
"[('31', 'CD'), ('ss', 'NN'), ('trip', 'NN')]",0
"[('excel', 'JJ'), ('american', 'JJ'), ('low', 'JJ'), ('budget', 'NN'), ('thriller', 'NN')]",1
"[('keanu', 'NN'), ('s', 'NN'), ('stunt', 'NN'), ('doubl', 'NN'), ('lol', 'NN')]",0
"[('one', 'CD'), ('worst', 'JJS')]",-1
"[('rivet', 'NN')]",1
"[('awesom', 'JJ'), ('twist', 'NN'), ('turn', 'NN')]",1
"[('unexpect', 'JJ'), ('plot', 'NN'), ('twist', 'JJ'), ('end', 'NN')]",1
"[('suspens', 'NNS'), ('edg', 'VBP'), ('seat', 'NN'), ('ever', 'RB'), ('turn', 'VB')]",1
"[('twist', 'NN'), ('turn', 'NN'), ('around', 'RP')]",1
"[('taken', 'VBN')]",0
"[('shockingli', 'NN'), ('disappoint', 'NN'), ('final', 'JJ'), ('taken', 'VBN'), ('3', 'CD'), ('disgrac', 'JJ'), ('star', 'NN'), ('liam', 'NN'), ('neeson', 'NN'), ('appal', 'JJ'), ('display', 'NN'), ('inept', 'JJ'), ('director', 'NN'), ('olivi', 'IN'), ('megaton', 'NN')]",-1
"[('aw', 'NN'), ('camera', 'NN'), ('edit', 'NN'), ('direct', 'JJ'), ('senseless', 'NN'), ('plot', 'NN')]",-1
"[('mistaken', 'NN')]",-1
"[('nt', 'JJ'), ('pessimist', 'NN'), ('cool', 'NN'), ('dialog', 'NN')]",0
"[('end', 'NN'), ('good', 'JJ'), ('advic', 'NN')]",0
"[('good', 'JJ'), ('thing', 'NN'), ('seri', 'JJ'), ('end', 'NN')]",-1
"[('thrill', 'NN'), ('violent', 'JJ'), ('pictur', 'NN'), ('sensat', 'VBD'), ('liam', 'JJ'), ('neeson', 'JJ'), ('relentless', 'NN'), ('aveng', 'NN'), ('father', 'NN')]",1
"[('got', 'VBD'), ('dizzi', 'JJ'), ('watch', 'NN'), ('movi', 'NN')]",-1
"[('taken', 'VBN'), ('3', 'CD'), ('parkinson', 'NN'), ('3', 'CD')]",-1
"[('terribl', 'NN'), ('actual', 'JJ'), ('funni', 'NN')]",-1
"[('love', 'NN'), ('first', 'RB'), ('one', 'CD'), ('may', 'MD'), ('think', 'VB'), ('much', 'RB'), ('one', 'CD')]",-1
"[('disappoint', 'NN'), ('unrealist', 'NN'), ('sequel', 'NN')]",-1
"[('excel', 'NN')]",1
"[('bad', 'JJ'), ('end', 'NN'), ('fun', 'NN'), ('trilog', 'NN')]",1
"[('slow', 'JJ'), ('part', 'NN'), ('entertain', 'VBP'), ('overal', 'JJ')]",0
"[('nt', 'JJ'), ('expect', 'VBP'), ('trail', 'JJ'), ('bodi', 'NN'), ('previou', 'NN'), ('movi', 'NN')]",-1
"[('neeson', 'JJ'), ('continu', 'NN'), ('dynam', 'NN'), ('stealthi', 'NN'), ('aveng', 'NN'), ('bryan', 'NN'), ('mill', 'NN')]",1
"[('satisfi', 'JJ'), ('end', 'NN'), ('thrill', 'NN'), ('franchis', 'NN')]",0
"[('last', 'JJ'), ('last', 'JJ'), ('chapter', 'NN')]",-1
"[('actual', 'JJ'), ('wors', 'NNS'), ('taken', 'VBN'), ('2', 'CD')]",-1
"[('even', 'RB'), ('liam', 'JJR'), ('neeson', 'NN'), ('could', 'MD'), ('save', 'VB'), ('one', 'CD')]",-1
"[('third', 'JJ'), ('time', 'NN'), ('charm', 'NN')]",1
"[('bondlik', 'JJ'), ('action', 'NN'), ('thriller', 'NN')]",1
"[('good', 'JJ'), ('thriller', 'NN')]",1
"[('hitman', 'NN'), ('movi', 'NN')]",1
"[('unfortun', 'JJ'), ('action', 'NN'), ('movi', 'NN')]",-1
"[('agent', 'NN'), ('47', 'CD')]",0
"[('noth', 'DT'), ('agent', 'NN'), ('47', 'CD')]",-1
"[('hit', 'NN'), ('mark', 'NN')]",1
"[('like', 'IN')]",1
"[('loud', 'JJ'), ('dumb', 'JJ'), ('execut', 'NN'), ('enough', 'JJ'), ('flair', 'NN'), ('momentum', 'NN'), ('bore', 'IN'), ('hitman', 'JJ'), ('reboot', 'NN'), ('passabl', 'NN'), ('divers', 'NNS')]",0
"[('watch', 'VB'), ('one', 'CD'), ('serious', 'JJ')]",-1
"[('explos', 'JJ'), ('action', 'NN'), ('movi', 'VBD'), ('start', 'JJ'), ('end', 'NN')]",1
"[('panach', 'NN'), ('elan', 'NN')]",0
"[('realli', 'NN'), ('worth', 'JJ'), ('rental', 'NN'), ('would', 'MD'), ('nt', 'VB'), ('aw', 'JJ'), ('rental', 'JJ')]",0
"[('make', 'VB'), ('2007', 'CD'), ('hitman', 'NN'), ('film', 'NN'), ('look', 'VBP'), ('like', 'IN'), ('masterpiec', 'NN')]",-1
"[('like', 'IN')]",1
"[('fantast', 'NN'), ('fadein', 'NN'), ('fadeout', 'NN')]",1
"[('ridicul', 'NN')]",-1
"[('bad', 'JJ')]",0
"[('play', 'NN'), ('game', 'NN'), ('still', 'RB'), ('nt', 'VBZ'), ('like', 'IN'), ('movi', 'NN')]",-1
"[('underneath', 'JJ'), ('disguis', 'NN'), ('flashi', 'NN'), ('cinemat', 'NN'), ('nois', 'JJ'), ('effect', 'NN'), ('hitman', 'NN'), ('agent', 'NN'), ('47', 'CD'), ('sadli', 'NN'), ('still', 'RB'), ('misfir', 'VBZ'), ('corni', 'JJ'), ('script', 'NN'), ('abysm', 'NN'), ('plot', 'NN')]",-1
"[('complet', 'NN'), ('garbag', 'NN')]",-1
"[('style', 'NN'), ('substanc', 'NN')]",-1
"[('mindless', 'JJ'), ('actionlittl', 'NN'), ('plot', 'NN')]",-1
"[('better', 'RBR'), ('attempt', 'NN'), ('quit', 'NN')]",-1
"[('made', 'VBN'), ('went', 'VBD'), ('along', 'IN')]",-1
"[('tgchan', 'NNS'), ('say', 'VBP'), ('no', 'DT'), ('wwwtgchanpl', 'NN')]",-1
"[('go', 'VB'), ('see', 'NN'), ('might', 'MD'), ('surpris', 'VB')]",0
"[('go', 'VB'), ('flow', 'NN')]",0
"[('seen', 'VBN')]",0
"[('plenti', 'JJ'), ('action', 'NN'), ('good', 'JJ'), ('photographi', 'NN')]",1
"[('nailbit', 'RB'), ('thriller', 'JJ'), ('unstop', 'JJ'), ('action', 'NN'), ('jason', 'NN'), ('statham', 'JJ'), ('hothead', 'NN'), ('top', 'NN'), ('hitman', 'NN')]",1
"[('s', 'NN'), ('dumb', 'NN'), ('fun', 'NN')]",0
"[('empti', 'NN'), ('entertain', 'NN'), ('fun', 'NN'), ('sun', 'JJ'), ('lack', 'NN'), ('creativ', 'NN'), ('breathtak', 'NN')]",-1
"[('wors', 'NNS'), ('jason', 'NN'), ('film', 'NN'), ('ever', 'RB'), ('like', 'IN'), ('previou', 'NN'), ('film', 'NN')]",-1
"[('suspend', 'NN'), ('disbelief', 'NN'), ('one', 'CD'), ('thing', 'NN'), ('insult', 'NN')]",-1
"[('expect', 'VB')]",0
"[('bore', 'NN'), ('non', 'NN'), ('logic', 'NN'), ('film', 'NN')]",-1
"[('much', 'RB'), ('better', 'RBR'), ('expect', 'VBP')]",1
"[('predict', 'NN')]",-1
"[('bad', 'JJ'), ('action', 'NN'), ('stori', 'NN'), ('nt', 'RB'), ('make', 'VB'), ('sens', 'NNS')]",-1
"[('comeon', 'NN'), ('peopl', 'NN'), ('s', 'NN'), ('statham', 'NN'), ('movi', 'NN')]",1
"[('word', 'NN'), ('seem', 'VBP'), ('lose', 'JJ'), ('s', 'NN'), ('mean', 'NN'), ('ill', 'NNS'), ('say', 'VBP'), ('fun', 'NN')]",0
"[('fun', 'NN'), ('action', 'NN'), ('sequel', 'NN'), ('jason', 'NN'), ('statham', 'NN')]",0
"[('silli', 'NN'), ('bore', 'RBR'), ('chaotic', 'JJ')]",-1
"[('mechan', 'NN'), ('resurrect', 'NN'), ('brainless', 'NN'), ('entertain', 'NN')]",-1
"[('statham', 'NN'), ('shoot', 'NN'), ('beat', 'NN'), ('peopl', 'NN'), ('count', 'NN')]",1
"[('statham', 'NN'), ('alba', 'NN'), ('michel', 'NN'), ('yeoh', 'NN')]",1
"[('mechan', 'NN'), ('uninspir', 'NN')]",-1
"[('great', 'JJ'), ('statham', 'NN'), ('movi', 'NN'), ('lover', 'NN')]",1
"[('almost', 'RB'), ('good', 'JJ'), ('2011', 'CD'), ('movi', 'NN')]",-1
"[('aw', 'NN'), ('movi', 'NNS'), ('terribl', 'VBP'), ('act', 'JJ'), ('lousi', 'JJ'), ('cgi', 'NN'), ('effect', 'NN')]",-1
"[('noth', 'DT'), ('new', 'JJ'), ('spectacular', 'JJ'), ('explos', 'NN')]",0
"[('stay', 'VB'), ('away', 'RB'), ('garbag', 'JJ'), ('cost', 'NN')]",-1
"[('absolut', 'NN'), ('trash', 'NN')]",-1
"[('worst', 'JJS'), ('movi', 'NN'), ('ever', 'RB')]",-1
"[('unwatch', 'NN'), ('nonsens', 'NNS')]",-1
"[('cryptic', 'JJ'), ('nothing', 'NN'), ('empti', 'NN'), ('personifi', 'NN'), ('empti', 'NN'), ('vacant', 'JJ'), ('room', 'NN'), ('lost', 'VBD'), ('littl', 'JJ'), ('repect', 'NN'), ('still', 'RB'), ('megan', 'VBZ'), ('fox', 'JJ')]",-1
"[('rate', 'NN'), ('could', 'MD'), ('neg', 'VB'), ('number', 'NN')]",-1
"[('happen', 'VB'), ('megan', 'NNS'), ('fox', 'VB')]",-1
"[('save', 'NN'), ('time', 'NN')]",-1
"[('could', 'MD'), ('nt', 'VB'), ('get', 'VB')]",-1
"[('offens', 'NNS'), ('object', 'VBP'), ('aw', 'JJ'), ('omg', 'CD'), ('act', 'NN')]",1
"[('bad', 'JJ'), ('copi', 'NN')]",-1
"[('nt', 'NNS'), ('nt', 'NNS')]",-1
"[('return', 'NN'), ('rhode', 'NN'), ('island', 'NN')]",-1
"[('sorri', 'NN'), ('megan', 'NN')]",0
"[('still', 'RB'), ('better', 'RBR'), ('la', 'NN'), ('la', 'FW'), ('land', 'NN')]",-1
"[('movi', 'RB'), ('good', 'JJ'), ('kill', 'NN'), ('time', 'NN')]",0
"[('maegan', 'JJ'), ('fox', 'NNS'), ('love', 'VBP')]",0
"[('good', 'JJ'), ('see', 'NN'), ('megan', 'JJ'), ('fox', 'NN')]",1
"[('felt', 'NNS'), ('like', 'IN'), ('nostalgia', 'NN')]",1
"[('life', 'NN'), ('hand', 'NN'), ('boom', 'NN'), ('boom', 'NN'), ('lemon', 'NN')]",1
"[('fun', 'NN'), ('movi', 'NN'), ('despit', 'NN'), ('predict', 'NN'), ('plot', 'NN')]",0
"[('ve', 'NN'), ('seen', 'VBN'), ('combo', 'NN')]",0
"[('everyth', 'RB'), ('new', 'JJ'), ('old', 'JJ')]",0
"[('fool', 'NN'), ('number', 'NN'), ('1', 'CD'), ('netflix', 'NN')]",0
"[('mari', 'NN'), ('elizabeth', 'VBZ'), ('winstead', 'JJ'), ('come', 'VB'), ('littl', 'JJ'), ('bit', 'NN'), ('closer', 'RBR'), ('favourit', 'NN')]",-1
"[('put', 'NN'), ('doa', 'NN'), ('john', 'NN'), ('wick', 'NN'), ('nikita', 'JJ'), ('crank', 'NN'), ('blender', 'NN'), ('get', 'NN'), ('kate', 'VB')]",0
"[('averag', 'NN'), ('best', 'JJS')]",1
"[('want', 'JJ'), ('capabl', 'NN'), ('writer', 'NN')]",0
"[('big', 'JJ'), ('dumb', 'NN'), ('fun', 'NN')]",-1
"[('anoth', 'DT'), ('unorgin', 'JJ'), ('netflix', 'NN'), ('origin', 'NN')]",-1
"[('familiar', 'JJ'), ('assassin', 'NN'), ('reveng', 'NN'), ('movi', 'NN'), ('work', 'NN')]",-1
"[('killer', 'NN'), ('kate', 'NN')]",0
"[('phenomen', 'NNS'), ('fight', 'VBD'), ('choreographi', 'NNS'), ('cinematographi', 'NN')]",0
"[('s', 'NN'), ('lot', 'NN'), ('fun', 'NN'), ('watch', 'NN'), ('work', 'NN')]",1
"[('predict', 'NN'), ('deriv', 'NN'), ('uninspir', 'NN')]",1
"[('week', 'NN'), ('s', 'NN'), ('femal', 'JJ'), ('assassin', 'NN')]",-1
"[('number', 'NN'), ('netflix', 'NN'), ('movi', 'NN')]",1
"[('review', 'NN'), ('got', 'VBD'), ('delet', 'NN'), ('said', 'VBD'), ('bad', 'JJ')]",0
"[('surprisingli', 'RB'), ('great', 'JJ'), ('action', 'NN'), ('adventur', 'NN')]",-1
"[('rather', 'RB'), ('entertain', 'NN')]",1
"[('blast', 'NN')]",1
"[('anoth', 'DT'), ('gener', 'NN'), ('hitman', 'NN'), ('stori', 'VBD'), ('bad', 'JJ'), ('action', 'NN')]",1
"[('4', 'CD'), ('star', 'NN'), ('goe', 'NN'), ('tokyo', 'NN')]",-1
"[('good', 'JJ'), ('fast', 'RB'), ('pace', 'NN'), ('action', 'NN'), ('movi', 'NN')]",1
"[('gritti', 'NNS'), ('wellmad', 'JJ'), ('action', 'NN'), ('thriller', 'NN'), ('solid', 'JJ'), ('lead', 'NN'), ('perform', 'NN'), ('allison', 'JJ'), ('janney', 'NN'), ('lead', 'NN')]",1
"[('success', 'NN'), ('surviv', 'NN'), ('film', 'NN'), ('ident', 'NN')]",1
"[('dark', 'JJ'), ('effect', 'NN'), ('taut', 'NN'), ('gritti', 'NN'), ('psycho', 'VBP'), ('thriller', 'NN'), ('crackin', 'NN'), ('entertain', 'NN')]",1
"[('intrigu', 'JJ'), ('begin', 'NN'), ('quickli', 'RB'), ('drop', 'NN'), ('qualiti', 'NN')]",1
"[('solid', 'JJ'), ('enough', 'RB'), ('chase', 'JJ'), ('wood', 'NN'), ('thriller', 'NN')]",0
"[('solid', 'JJ'), ('entertain', 'NN')]",0
"[('world', 'NN'), ('playground', 'NN')]",1
"[('jason', 'NN'), ('bourn', 'NN'), ('older', 'JJR'), ('sister', 'NN')]",0
"[('great', 'JJ'), ('perform', 'NN'), ('good', 'JJ'), ('charact', 'NN'), ('decent', 'JJ'), ('write', 'NN')]",0
"[('janney', 'NN'), ('steal', 'NN'), ('show', 'NN')]",0
"[('entertain', 'NN'), ('thriller', 'NN')]",1
"[('decent', 'JJ'), ('action', 'NN'), ('flick', 'RB'), ('great', 'JJ'), ('lead', 'NN')]",1
"[('wellact', 'JJ'), ('absurd', 'NN'), ('plot', 'NN')]",0
"[('rain', 'NN'), ('nt', 'NN'), ('left', 'VBD'), ('africa', 'RP')]",0
"[('love', 'NN')]",0
"[('bad', 'JJ')]",1
"[('amaz', 'NN'), ('heroin', 'NN')]",0
"[('exactli', 'NN'), ('origin', 'NN'), ('still', 'RB'), ('solid', 'JJ'), ('watch', 'NN')]",1
"[('problem', 'NN')]",0
"[('lou', 'NN'), ('everi', 'NN'), ('grandma', 'NN')]",-1
"[('edg', 'JJ'), ('seat', 'NN'), ('thriller', 'NN')]",1
"[('worth', 'JJ'), ('watch', 'NN')]",1
"[('pleasantli', 'NN'), ('surpris', 'NN')]",1
"[('lost', 'VBN'), ('potenti', 'NNS'), ('midway', 'NN')]",1
"[('well', 'RB'), ('made', 'VBN'), ('movi', 'NN'), ('decent', 'JJ'), ('act', 'NN'), ('perform', 'VB'), ('let', 'JJ'), ('implaus', 'VB'), ('charact', 'VB'), ('plot', 'NN'), ('turn', 'NN')]",-1
"[('nearli', 'RB'), ('bad', 'JJ'), ('lot', 'NN'), ('peopl', 'IN'), ('like', 'IN'), ('say', 'NN')]",0
"[('even', 'RB'), ('close', 'RB'), ('bad', 'JJ'), ('review', 'NN'), ('made', 'VBD'), ('seem', 'JJ'), ('watch', 'JJ'), ('make', 'NN'), ('mind', 'NN'), ('funni', 'NN'), ('entertain', 'VBP'), ('like', 'IN'), ('say', 'VBP'), ('b', 'NN')]",0
"[('effect', 'NN'), ('spoof', 'NN'), ('meninblack', 'NN'), ('genr', 'NN')]",1
"[('good', 'JJ'), ('summer', 'NN'), ('entertain', 'NN')]",1
"[('way', 'NN'), ('underappreci', 'JJ'), ('popcorn', 'NN'), ('flick', 'NN')]",1
"[('somewhat', 'RB'), ('gener', 'JJ'), ('predict', 'NN'), ('still', 'RB'), ('enjoy', 'VB')]",1
